,beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
201,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,4,4,3.5,4,1266473259,ClockworkOrange,"A 12 ounce can picked up at Abe's as part of my mixed sixer. Cracked open and poured into my Tregs shaker glass. The pale ale appears a clear pale golden yellow color with about a finger of off white foam. The head leaves a thin lace on the glass with each sip. The nose and flavors consist of toasted bread, crackers and biscuits, pine, lemon, sweet malt. Decent body for the style with adequate carbonation. Pretty tasty overall."
202,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),5,3.5,4.5,4,4,1266280281,organicbrewer,"A-Gold-light bronze. Big eggshell head. Brilliantly clear.		S-Piney, citrusy hops. Crackers. Slight soapiness after a while. 		T-citrus rinds, some pine. Firm bitterness. Bitterness hides much of the malt but some crackery malt comes through. 		M-medium light bodied. Medium carbonation. No alcohol burn. really nice. 		D-Really nice beer. A bit on the bitter side to drink all night but a really tasty beer."
203,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,4,4.5,4,5,1265831510,onix1agr,"12oz CAN into a regular kitchen glass during a snowstorm.		A- Bright white golden in color with much clarity. A whirlpool of bubbles erupt a nice bright off white head that just seemed to keep building. This beer is alive. No lacing though, ah well.		S- A west coast forward PA with the hops winning the race. I'm smelling at least one of the 3-c's backed by a bready mix of yeast and malts. Biskits in the morn. There is some grassy notes towards the end though, but this is a pale after all so it's in line.		T- Caldera Pale Ale is a winner, A great balance between hops and malt with a little edge on the former. Just a little touch of a tropical fruit mix leading to a bready finish that's clean as a whistle. Not bitter at all but you can kind of feel the hops for about 1/2 a second.		M- Easy on the mouth, this one is easy in all aspects of the word. A great balance that results in a feel that's not hoppy and not malt forward but somehow manages to meld greatly. Two notches above light with a small bite from the carb.		D- As long as I can find this fairly fresh(no canning date), I will be drinking it. A easy going pale ale that has great flavor and a easy body for multiple rounds."
204,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,3.5,4,4,4,1265696374,dedrinker,"A clear bright gold color. I can't really smell much - some weedy skunky hops as it warms up, but not intense - this is an APA - relax. Now I'm picking up baked bread aroma from the malt. Nice - layers.		Nice pleasant hop flavor on the medium bodied, lightly toasty malt spine. The hop flavor's character reminds me of some Lagunitas beers with their blend of herbal, grassy, and tropical fruit flavors. This is moderately hoppy, appropriate for a pale ale.		I guess this could be a recovering hop-head's session beer. It's really pleasant with real west coast hop character but without the intensity of an IPA or beyond.		Good mouth feel - goes across the tongue fairly softly and has a nice drinkability."
205,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,4.5,4,4.5,4.5,1264269458,woodychandler,"At one point, I wondered if I could ever find 100 CANs, then 150, but now that the CANQuest has breached the 200 mark, I realize that the sky is the limit. People are sending me unsolicited BeerMails for trades for new CANs. Keep 'em coming, folks!		After a seemingly steady diet there for a while of AmeriCAN macro lagers, it is nice to see and smell something decent glug-glug-glugging its way out of the CAN and into my glass. 		I caught two fingers' worth of rocky, bone-white head with decent retention that was already beginning to leave a nice lace in its wake, following my pour. Color was a slightly-hazy honey-yellow. Remember, kids, clarity is overrated! Nose was grapefruit-citrusy. Pale Ale, bah! In many of our Central-Southern states, this would have been their IPA. I began to weep at the thought of previous recent CANs like Lone Star and Stack - rubbish in a CAN! Recovering, I took a sip and got a mouthful of full-on Cascade hops! Zounds! Yoi and double yoi! If this was simply their Pale Ale, it struck me as to why I loved their IPA in a CAN so much. I may have found a new favorite brewery for CANs... I allowed myself to luxuriate a little more fully in the second sip. It was very citrusy on the palate and even a little grainy, as though the liquid were saturated by hops. No matter, because on the swallow, it was so dry that I could not help but reach for another sip. More, please, sir."
206,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),3,3.5,3.5,3.5,3.5,1264041225,therica,"A= basic blonde, mild white head, decent lacing.		S= honey and floral hops notes. More evident as the beer warmed for a few minutes.		T= immediately astringent and dry, somewhat watery, some florals, pine, bitters.		M= astringent, some bitterness, florals.		D= fine if you like it, depends on the price versus better APA offerings."
207,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),3.5,3.5,4,4,4.5,1262623366,rfgetz,"Pours a very pale straw yello color with frothy white head, quickly dicipating but decent lacing. Smell is dominated by piney, earthy hops with a presence of citrus and floral. Pale straw like malts. Taste is a mirror of these scents, not much complexity, but good. Medium bodied, adequate carbonation. Definitely a refreshing, milder alternative to many pale ales currently out there."
208,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,3.5,3.5,3,4,1262485655,JohnGalt1,"12oz can picked up at Brewforia on the way home tonight... paid $1.89... poured into my Delirium goblet.		1"" white head drops leaving descent lacing... the brew is pretty clear golden... 		Nose is lite pine and a bit more citrus hops... pale malts... ehhh.. okay.		Flavor mirrors the nose with some biscuity maltiness.. body and carbonation are both where they should be.		Overall.. this is descent pale ale.. but I doubt I'll pick it up again unless I was going camping or hot springing.. 		4/3.5/3/3.5/4"
209,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,4,4,4.5,5,1261976212,womencantsail,"A: An amazingly clear, golden pour from can into glass with a fluffy white head that sits on top.		S: Just as a pale ale should be: a refreshing citrus aroma with a mild pine to let you know that it still means business.		T: Again, a perfect example of a pale ale. A nice clean, refreshing citrus flavor followed by a nice bitter bite on the finish.		M: The beer is light and moderately carbonated, but still has a fairly substantial feel on the tongue.		D: This must be what Bud is talking about. These guys sure know how to make a great session pale and IPA. I'm glad to see these beers become more easy to come by in CA."
210,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,4.5,4,4.5,4.5,1260202692,ckeegan04,"A - Hazy golden orange with a huge off-white head. Three finger head slowly fades to a thin cap and leaves scattered lacing all over the glass.		S - Big citrus fruit aroma, primarily grapefruit with hints of lemon zest. Light sweet backing, a bit of biscuitiness coming through.		T - Very bitter hoppiness up front with lots of grapefruit coming through. Hints of pine as well. Just the faintest sweetness backing up the hoppiness but this is a very hop forward pale ale.		M/D - Medium bodied with a touch of chewiness. Spritzy carbonation. Easy drinking pale ale."
211,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,3.5,4,3.5,4.5,1258953381,WeisGuy,"a - pours a bright golden amber, nearly perfectly clear with a two-finger white head great retention and good lacing		s - orange and tangerine hoppiness mixed with a prominent biscuity maltiness, no alcohol evident at all		t - moderate citrusy punch with a good deal of orange and lemon, like the nose, lots of biscuity malt lend a nice backbone, finish is fairly bitter with more biscuit, no alcohol to speak of		m - medium-bodied, moderate carbonation, fairly dry on the finish		d - quite drinkable, definitely a sessionable beer, pretty easy on the palate, but there are enough layers of flavor to keep you interested"
212,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),3,5,5,5,5,1258511938,cjever19,"Great pale ale. Really sticks out among this blahh category.		Very well balanced and refreshing. Nice hop aroma and taste but finish is well balanced. Hops and malt are just the right combo. Just what a pale ale is supposed to be. Very surprised by this brewery I'd never heard of."
213,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,3,4,5,4.5,1256089931,Rmassimiano,"Appearance :	The beer pours an extremely clear yellow leaning on the golden/orange side. The head that appeared looked like clouds forming, the color of the foam was pure white it looked like a nice layer of clouds hovering on top of the liquid.		Aroma:	There is not a whole lot of aroma but can smell a slight hint of citrusy hops.		Mouthfeel:	It has that dry astringent taste that some wines or teas leave behind.		Flavor:	This is something I really enjoy with pale ales or IPAs. Really bitter for a regular Pale Ale which is surprisingly a good thing. As I keep drinking it tastes more and more malty but definitely has the hops bitterness right up front above all else.		Overall Impression:	I nice hoppy bitter Pale Ale. I usually say why drink a regular pale if you can go for the India, but this I would drink again if given the option between other pale ales."
214,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),4,4,4,4.5,4.5,1255564836,droomyster,"Can pours a clear gold with a sticky white head that laces the glass. Vibrant, leafy hop aromas are not overpowering but fresh and inviting, and are exceptionally well balanced on the palate by equally bold, complex malts. This is a very nice beer, one that I intend to buy again."
215,Caldera Pale Ale,25414,1075,5.5,American Pale Ale (APA),3.5,3.5,4,4,4,1254457053,flagmantho,"Poured from 12 oz can into a pint glass.		Appearance: very slightly cloudy golden-straw hue with one finger of nicely foamy head, leaving a good lacing.		Smell: prominent aroma is of nice earthy hops. Pretty nice.		Taste: quite hoppy. Malt is toasty and slightly sweet; hops are mostly earthy, with a little spice and a little floral character. This beer is unbalanced toward the hop side of the scale, but not overly so. All in all a pretty good pale.		Mouthfeel: pretty solid medium body with an appropriate level of carbonation. I like it.		Drinkability: this beer is not overdone; it is a solidly sessionable pale."
